,id,pool-id,user-id,amount-after-fee,fee,date,method
16,0x9885d4ea099d8b0fc0d62e2753a60a6099ac13b9bb944ca579bad05fef35cc35:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xcf2db24e539b9d7ae55862409f8ccfecb0267668,1047344583,0,2022-06-21 02:47:32,repay
17,0x753688e5ee0f5c07a2cd8ef9aac39f89e311799c10eb722543ff20b5808ee2ea:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xcf2db24e539b9d7ae55862409f8ccfecb0267668,110178243,0,2022-06-21 02:44:30,repay
18,0x1dced065399c59dd1edcb476aa7c82a75348b5c4c0720312f60a75878415aaa5:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x275b62bb7f616212ff86ea877a0fb846f825ad5b,2711349163461730700817,0,2022-06-20 06:28:05,repay
19,0x48a0f0c860529e1e4dd4b614e619642acc590f18928efea2599cad1ee2cf346b:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x8c4d5f3eac04072245654e0ba480f1a5e1d91dd5,4926481947413127129058,2800000000000000,2022-06-20 01:44:28,repay
20,0xb7e4bcb5ef7ab4e536182dbad9972ed275fb6b1fe045848a410927e95152ce42:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x275b62bb7f616212ff86ea877a0fb846f825ad5b,247701446,0,2022-06-19 13:19:50,repay
21,0x8f7c81bfac093540c175c9cad2e3123dac241b6db24fb7cda55061d16b1b37c0:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9afda15071686b4131fca4f8ec5950f69849ebd4,2528461016,0,2022-06-19 04:37:16,repay
22,0xbd7853ee9ced00846a66d5dc5318a29e9c0a1c768349fdd5720f1312051a2d50:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3d3ee9a37371394e0b2f00ec625d65d4c361b99d,10000000000,0,2022-06-19 00:57:23,repay
23,0x2010ff1fc9578dafc0b13e05c0bc374b3d05c40eddba1de1500b0d2faa70ee55:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,11219469750000000000000,0,2022-06-18 23:09:40,repay
24,0x97099e3f2860a419df31a8f893829edbbbf7e97af5fc0f39396bce83959c9b5c:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x547c031ddc35f3adc2649412b742633a537a2bcd,6221136938,0,2022-06-18 22:57:04,repay
25,0xfc7b1008a1b0e197b738bd748217afaddb2cfcd3fb9782d55a263185bd30fb56:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xdcabc755fb10931e6d8059113f762cd8a6813deb,12489020340,2260,2022-06-18 22:50:45,repay
26,0x6e35a5e6fbfd0ebb341aabd2df5b5f573bb4e4eca5a6326e62037663402d7678:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x482562904a8990c55d7d58ea318bde477931a168,4023167382,0,2022-06-18 21:55:57,repay
27,0x11e7179a99bcb2b51c266c520c0c84ef90adc3d73121f2b51f9f6cc1ceb24b91:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xc4938e93adc60389106d0eff7a91d4d4b54453b5,19543964805122536579514,1750000000000000,2022-06-18 21:12:54,repay
28,0xf931890365b6f05dba66f56527f9447b8402163a6fa5809167e2b1563269676e:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,4422627505113393715032,0,2022-06-18 17:41:33,repay
29,0xb8bd5a1571a3d91d59d7369ed8d0c164c289cac603f0f3e35a498c4c86623a1d:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x4543e567eaccde36ab8a3df1a64111a653dd33a1,7156848213,0,2022-06-18 15:11:07,repay
30,0x382a8e8347c633a4ed2444969f2b662fda33b354bdf766570c2f65e6346d53ac:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,17252379480000000000000,0,2022-06-18 11:39:21,repay
31,0xb89bc8c7839fec34fc708539727bf38df533ce843798bf1414adfb3d90b2cf4c:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,19995715960000000000000,0,2022-06-18 10:51:34,repay
32,0xd6c5f711f79b96acd6cd596cb740f7856d8694bcca5d6e848117fbc97bdf281b:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7c65f9b5bc170d64d8a42238e57e36a9ea65391f,100288188702306351,10000000000,2022-06-18 10:43:40,repay
33,0x4f76b78614b9f561dc00885fdb831966161de5a50da8910dfff571d893dedae1:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7c65f9b5bc170d64d8a42238e57e36a9ea65391f,8229886953,800,2022-06-18 10:43:05,repay
34,0xc616d110556cd094a3135f8cc2a514552ebb9036cc7960c2a07b41a716611d6b:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7c65f9b5bc170d64d8a42238e57e36a9ea65391f,4844675582010191386824,0,2022-06-18 10:40:06,repay
35,0x44393300c118bfa587571e8b5ca68bba3de8fe4fcc9fcbbf0504d8eeed0751fc:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,14996640060000000000000,7000000000000000,2022-06-18 10:38:57,repay
36,0x9077b42426402402867149c3d3750fc8329ead1657a35f37023a46c490971a8d:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0b3492cb3ce07cd3d04ed6d41e40687b688b7a7b,23706472547772018061849,0,2022-06-17 20:56:54,repay
37,0xb788115a9933947789e648f85dc5599e25521a11476c0474bf869cb79da12b9b:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0b3492cb3ce07cd3d04ed6d41e40687b688b7a7b,20004580919,0,2022-06-17 20:47:05,repay
38,0xdbff060724785950e848de4fe9c3e793316ce04b89debad9b9517dfd6dd16298:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x084fb4b761d83a548c9b54a06d281f5947a67856,1708396753,150,2022-06-17 01:32:26,repay
39,0x1dc7b501ca73e593bc879e3277e6c1473220af4373766519ac16d7bf50082684:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x411a0b3b4da73980ed4528ed012b82bdaaf752ef,31532992,0,2022-06-17 00:53:37,repay
40,0x5095ca77628e6b128eb98a68788bd77d13f09d2b718fd2cc99cedef8a20fce8a:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x022a29ebe2be30f0c7ffc7dc9c51ffd3714762d0,43264685927606840444,0,2022-06-16 00:06:40,repay
41,0xc12efc4676c78c02832d49f9869b2498ad41990197cc88375e0863f9d9c58182:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x022a29ebe2be30f0c7ffc7dc9c51ffd3714762d0,228866440390266859483570,0,2022-06-15 22:03:39,repay
42,0xc84f76488155bbe4150c7545e6a04db02394fd681119d93592347d52f8c78a35:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x450c41f893c6ce770de4147caf2452ba7c2e00a4,517861104,0,2022-06-15 14:36:16,repay
43,0x6a9a89439ff650da3d88c87bfb12dd43c94d97b0c33aeaf7212a4d01d9ef86fd:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xe2f6e3565a96cd24d6ba985563a26fb3c93cad04,1113024420343831023268,100137612494148,2022-06-15 12:28:24,repay
44,0x608fe84f6a4c20aab70a70407e12574926de4eb249f2a723d56d5fd1cc9f0bd9:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x482562904a8990c55d7d58ea318bde477931a168,4874746530,0,2022-06-15 12:02:48,repay
45,0x819364b41ea80e77b2348c4fb657407b13da79ac4b9807011b2f297cc06f61fc:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb8a501e8c738470230ff13a9b81877d46d93b037,2038845071943739123752,0,2022-06-15 11:49:35,repay
46,0xfd403fd1386b66d47f93abd7ffc5805c9ed33a7bab1b71c85eddd4060ff7c6a5:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x5c6f0e48e9eb6a8cdfaf4f00234bd8727a363484,12661096141383077573085,1125000000000000,2022-06-15 11:37:26,repay
47,0x2633f72a3b673218802155dbedcf9fa91c1104b3c9800c56b2af0cb16fe44b81:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x5d97f3a8bb293f9561892091779ed6af0df209c1,8377730137025400155831,1742974599844169,2022-06-15 09:45:06,repay
48,0xf35d2184a28bf82c2c7d3b14b7876cb51b4678dcc25cb33c665f5ceae6635cda:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,7000000000000000000000,0,2022-06-15 06:12:03,repay
49,0x60dae832f7d2943252c6f2e8dbda4ddc41a24803836059b164e7990cba51bc2f:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,5200000000000000000000,0,2022-06-15 06:08:28,repay
50,0x7db874f0149d4d69c78ed7b7d635f931c471cf3df0554c25d16d7796b628244a:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x2d220b022e0b1c16a114f800662993e16019d8b4,4636486779,150,2022-06-15 05:23:00,repay
51,0xf6773a3f0bcfb552742e32ce1ad084e5be7d12dc8f7164225dc451e823d0410b:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd8fa396257ca6614c9976b695c68c8c6a428a8b4,47028440818,0,2022-06-15 01:05:02,repay
52,0x146d66534ba796163a65eb95f6a1fde18c1af8f1b64c12b959428ea90f733086:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x92c42259d26405cea2aa1e8258fdacf5204da5dc,408146467,50,2022-06-14 22:51:02,repay
53,0xa355f61ebd44a46aa3be320ff816fc6c9474d2053454707279e1d4a5a43048fb:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x50d6a190f6a0bd348c1f01ac2def7f701fe27238,2042798271,0,2022-06-14 20:43:39,repay
54,0x63ab9b94fc642c20934c58ed26d9d952d0a21dc514c5283635a9da1f53091fe2:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x40f3cbc8f1a5265bfe7ee35d05f79e2828fb6120,11438333807,1005,2022-06-14 09:12:02,repay
55,0x357ec29814eace51d148e591603069a9e4436c68c8b3533e53c69cb66c1658c0:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0b3492cb3ce07cd3d04ed6d41e40687b688b7a7b,8388089497900387158291,0,2022-06-14 05:20:15,repay
56,0x343f17c19cc353e0751daf6ccccdf4bf4c30c647a833c7918f2a4b9b7470a01b:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb8ae72b55cff707e117c95303e8eb5a0f0471d4a,2240471660564078381836,0,2022-06-14 05:15:13,repay
57,0xf15465ea8355b90fe71177fc368a4fbc370d4c3432f3d7422dedad4c560d36f4:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb8ae72b55cff707e117c95303e8eb5a0f0471d4a,4188135451942828017682,0,2022-06-14 04:50:27,repay
58,0x69f3e4546e4ebebe9b55c6c6726c7d8641535d3ff02586387adbb211b0c57508:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9ef649a03ee6c83f12bdb9e88293b607ff69575f,24608990000,0,2022-06-14 04:49:06,repay
59,0x2a1f913460062225941c70f566380fe71fe6b2f9dd4a3d02f4e223072bcedda6:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb8ae72b55cff707e117c95303e8eb5a0f0471d4a,2722904216679001760676,0,2022-06-14 04:46:08,repay
60,0x0c584105120128ff906bc44dd60262ee1f49e8800a5e347294da656b475637e3:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7248ab568b5a5787e3179b57a02530e4779eab75,6189718481,0,2022-06-14 04:18:28,repay
61,0x529d32a1fa318ca495e170a8e44e6c4cbc34b381e78fc75dfe856cf0273c8f41:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x2afdd9ee555355db828010aeeda1fb5bd95156c7,974000000,0,2022-06-14 04:12:51,repay
62,0x1f38383f1c47d84e2bc93aea7bce76f39867a0ef4dda3d5bf2633f5c807c59ee:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xe48500b4617e1eb26c888b2c97cf9055dbc38c16,4143396392,0,2022-06-14 04:12:51,repay
63,0xc9346fc322a5b6a5234480127385c8d388c52332af5b4770f6eaf2e555d7a6cc:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3d3ee9a37371394e0b2f00ec625d65d4c361b99d,10000000000,0,2022-06-14 03:43:18,repay
64,0x3a3eefa82493d8ec0e60faa90a573df0c2226b0dbcd3615cf163e0e660652646:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xfa65f12e326da4af7895e5fc71f5b383cb8e6624,1146961973561590665635,0,2022-06-14 03:37:19,repay
65,0xee4d020647277c340a3e3b5c1d7a6340bfbb161868faa283a942475f7a30a464:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xc5cce59bb6173ad6fda377ee8a99f07415d57cba,12564962331,1200,2022-06-14 03:34:01,repay
66,0x64e5d1d94f0d7675b6bb4a7b3b3735aa2cc89c0845c9a1958c3869e844dd3aaa:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3ed008692f29be640dae5428286776ceece3522a,47210971817809879239937,0,2022-06-14 02:27:00,repay
67,0x2b994007e40dd681ae7f860862189ee0a698b8d3e267da388b90e099c12a4313:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x547c031ddc35f3adc2649412b742633a537a2bcd,11914317129,0,2022-06-14 00:59:06,repay
68,0x94adb7d2fef3180c394697a2d27c936857766b28199ce15bfa40607587587b79:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x09c9b62bbdc294543e9d4eaa3a8b7388fb796907,90012214915,8000,2022-06-14 00:03:14,repay
69,0xd7a4a11146ce98c3dbf7abbe97775e04a42a28caed9c488cccea22fe11e86879:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x440efbba3f3d971fd8411c580197ecb53ef71f87,2921127761426095286425,0,2022-06-13 22:29:41,repay
70,0xf0ad28861c787f7597820fbf879f23d546a18bed22014fc1dd3cf2d5442dffeb:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x440efbba3f3d971fd8411c580197ecb53ef71f87,16916313100000000000000,0,2022-06-13 22:25:58,repay
71,0x3fd47820ff938fdc62c5d0d8032f57330e846df5f59c71c4abfd01ed064ac230:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xae2c4abffbae5afde60467d26d50e98930e1e2dd,1000000000,0,2022-06-13 22:17:30,repay
72,0x3a60a5b78e039f23aa8cfc1e3e23cdb7ac52515350a12ba221d56b0c8abc5f6e:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x440efbba3f3d971fd8411c580197ecb53ef71f87,13821093115,0,2022-06-13 22:16:30,repay
73,0x6a960ff1a343371e2e9bd874936dd30b447cbd6a3085d4e58e8723ab9839c6af:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,21549800000,0,2022-06-13 16:25:23,repay
74,0x40c6a5bae0ed1690b06e2a7e04cdc2732403e6fc1064348fbcaf5dd46040f946:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,17695047807,0,2022-06-13 16:06:52,repay
75,0xd4971d349e2808e00b3d6c0b164e6eb29e632500493e785cf9990f24117d1815:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,11126830000,0,2022-06-13 15:38:25,repay
76,0xab677487e347ea80fe9dcf4ea1c7c76ebeaa91e34e933ab3d528bf2ed30bb294:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,5410671685,0,2022-06-13 15:24:14,repay
77,0x7789e2f5c87119c48f039492c99fd9af2d1f63ad3624aed8085a185042192a2b:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x52e38021b95068264c3b71159fc29517e4d1faf1,8520964279729666454444,0,2022-06-13 15:20:29,repay
78,0xb59c5caab13dda58b4a38b09ece56fb13c61fddfd730326b62fe7a12bc0a7d97:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xbf2c8b606974e36567b4a6ddf548b70cb622442d,112737545593963034600000,10000000000000000,2022-06-13 15:10:51,repay
79,0x4b9726d8fca408a528500fe28cc35333ec7d45fa8adbcfc267336834d1ca3b96:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,2980000000,0,2022-06-13 15:07:38,repay
80,0xaa59d7146f1c74c7de42a2b4d01a1b2b50a15619fcb36f65de28ca9d670f07b8:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xdcabc755fb10931e6d8059113f762cd8a6813deb,49953775332513370158713,0,2022-06-13 13:25:30,repay
81,0xff00bdf9b1084124c4b87425c81039c3cd7c845e2611519ac659f72c40522d54:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,10836346586480913648986,0,2022-06-13 13:15:46,repay
82,0xdd0a4ce92402573bea6e021380d0b396c51aa0577c343c966b2327e5c806939d:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,8994703545217610346795,0,2022-06-13 13:13:35,repay
83,0xaf356ade9c3a772f8f0b592fe25cd200ba4ff2fcb574afe68c829797aa3dd978:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,6505946391342388355147,0,2022-06-13 13:10:30,repay
84,0x8ca843a49461145d3cd5065efdf073ffdac6b3747e024b0a4103c22d65cc9529:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,4877141372737835286113,0,2022-06-13 13:07:02,repay
85,0x9d9971652ef169dcbdbe9d2e64106e777278a166c4d55a6060f9b9f86bcd6e51:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0b3492cb3ce07cd3d04ed6d41e40687b688b7a7b,29094953928079495489779,0,2022-06-13 11:36:50,repay
86,0x86dccbd51c6e149c24107739794d44efff7d83f4253ac2f7795a953fb86c5ff3:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,4873408957048658272458,0,2022-06-13 11:31:13,repay
87,0x3b6edc1b1dcdcd69ab96773372e766c01ea3f385da2b7e643172ebf872818aaa:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,4873408957048658272459,0,2022-06-13 11:31:03,repay
88,0xb80ee129ca7e5c95ccd3c55b3dcc7197f8ea83618bbbf6eea3bb895a17470d0c:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,8217714763455839157777,0,2022-06-13 10:06:10,repay
89,0xfbd8017503c79795b7ea8493dd90496fb93e571ea816820e7a9d1c45a1d1b126:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x50d6a190f6a0bd348c1f01ac2def7f701fe27238,1000000000,0,2022-06-13 09:58:47,repay
90,0x7f6b1b55c0eda9b555cd814e02c5decbcea051b81eb1f26cf5ddf2266b1f1bfa:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,6092902429949088390789,0,2022-06-13 09:50:33,repay
91,0x3b1fc29907419ae40066bc0ffa4344dd490667accb5a38c9d2aadc6d2ddbf62b:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7044a3e6bf3baf4f0d2f8884a2ee4e2d838f8902,71317016531,0,2022-06-13 09:12:11,repay
92,0x714096cd616956547e67efb88d25e02098990c442b6d6fc3c3ba682450ab2b57:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7044a3e6bf3baf4f0d2f8884a2ee4e2d838f8902,80023589840,0,2022-06-13 09:07:49,repay
93,0x52ac94561b472f87e051c4dfecbe224b4a576e7cbfafb1ea6b4549193361de47:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7044a3e6bf3baf4f0d2f8884a2ee4e2d838f8902,25442445302233593837981,0,2022-06-13 09:03:27,repay
94,0xf3a7926eef0b922a930e744949835c47e12ee49226c4b5adb647b3bac81e4720:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7044a3e6bf3baf4f0d2f8884a2ee4e2d838f8902,81771125492352263293965,0,2022-06-13 08:58:43,repay
95,0x8436761e9e69a93e5ad5375bcdd0dd4c18a34fe5dfa13682068af4356f776eca:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7044a3e6bf3baf4f0d2f8884a2ee4e2d838f8902,50464260208729786024945,0,2022-06-13 08:55:15,repay
96,0x4462dc033053ab37c8c145565be67c0b8039fa3a8568cd615ba4452efab7e3f3:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7044a3e6bf3baf4f0d2f8884a2ee4e2d838f8902,52425686165402261913600,0,2022-06-13 08:52:00,repay
97,0x2ae12a4684996275de5c99c43d2c9d7f17e09817593c815f595e85b13bf15382:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd3f2d0ceb9712e87dca64339b4094a962eb4c8e7,1560725220000000000000,0,2022-06-13 06:42:12,repay
98,0x3e04bf99af30cb252153a135141e5aed7d6d7b8c84371f58a43588a4af651be7:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x50e6e023ea32d01ad1e3a1f3d3c1bdd8023d5784,3651209746,0,2022-06-13 06:29:20,repay
99,0x3aec6592ceab537574fccd7745c9b3c905cac70486b8caefcf1b6edf8a8d2246:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9ef649a03ee6c83f12bdb9e88293b607ff69575f,7058580000,0,2022-06-13 06:22:30,repay
100,0x76488f7a6f7427f8c444983890af1ea36211a06527a98edfbe65bdf23fabb3be:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9afda15071686b4131fca4f8ec5950f69849ebd4,2607035111657516344601,0,2022-06-13 05:10:22,repay
101,0x406ea39daed9103aeafa3f808b19e19135e6bf85c4b4e7ea81b1a3b3def68a30:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,8790084942275929772768,0,2022-06-13 05:08:35,repay
102,0xb0be79966e1a5e534cc7e8c37fd6dd91f854e0ca6636d525327c20eb0571f50a:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7248ab568b5a5787e3179b57a02530e4779eab75,5954623815,0,2022-06-13 04:36:56,repay
103,0x377e676c08aa3a9eaeb5bd4e73544ebe0dd942ab080bf49036a31af67ab29930:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f3c2254414c852b83c727b257b6eab9418cf914,9524358265746890326465,0,2022-06-13 03:47:21,repay
104,0x561104dd740c4e5d081d5f1cf36f1af31ce68dff415e88dce36e8c0b742a084f:4,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3d3ee9a37371394e0b2f00ec625d65d4c361b99d,20000000000,0,2022-06-13 03:45:07,repay
